id,title,genres,synopsis,rating,images,type
62290477a9acf6001a934882,Aprendiendo a Matar,['Action & Adventure'],"¡Unos traficantes se agarran a balazos y mueren todos! Pedro quien anda por sus tierras escucha los balazos y descubre todos muertos encontrándose mucho dinero, se lo lleva a esconder y guarda el secreto hasta de su mujer.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/62290477a9acf6001a934882/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
62713def55812e0013ea00b2,La Historia de Pedro y Pablo,['Crime'],"Al quedar huérfanos Pedro y Pablo tendrán que separarse para que uno estudie para así tener una mejor vida, pedro nunca imagino que en su sacrificio perdería también a la mujer de su vida.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/62713def55812e0013ea00b2/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
621697c615c86100136c3554,Los Primos Rivales,['Crime'],"Dos primos, los dos viven al lado del peligro, uno es policía el otro traficante... alguno de los dos tendrá que perder la batalla.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/621697c615c86100136c3554/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
621697dc15c86100136c3a93,El Bazucazo 2,['Action & Adventure'],"Después de haber sido dado por muerto, Edgar es rescatado por una bella mujer que trabaja en la mafia, cuando Edgar se recupera de sus heridas se integra al nuevo equipo ya que se necesita un hombre que sea experto en el manejo de las armas.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/621697dc15c86100136c3a93/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
620bd4c0e17acd001398a119,El Pistolero,['Crime'],"Esta es la historia de un ranchero que es reclutado para integrarse al cartel de Sinaloa. Al principio lo hace para llevar a cabo la venganza de su padre, pero después se ve rodeado de tanto poder y dinero, que ya no le es posible dejar el negocio.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/620bd4c0e17acd001398a119/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
62713df655812e0013ea01da,Los 7 Sellos de la Santa Muerte 2,['Crime'],Después de desmantelar a una poderosa secta los misteriosos crímenes continúan y la policía se dedica a investigar quien es el nuevo líder de la organización para atraparlo y acabar con la violencia.,PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/62713df655812e0013ea01da/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628ba8809f694b00137ae454,El de la Hemi Blanca,['Crime'],Martin sufre un atentado de muerte y en los momentos de agonía clama por la ayuda de la virgencita a cambio de una importante donación de dinero a la gente pobre. Martin salva la vida per no cumple la manda prometida.,PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628ba8809f694b00137ae454/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628ba9e3c5141100134ab887,El Destino Fatal,['Crime'],"Esta es la trágica historia de un policía que está dispuesto a encontrar a un violento asesino, sin imaginar la gran sorpresa que le espera al descubrir la identidad del criminal que está persiguiendo.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628ba9e3c5141100134ab887/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628bae1b73a0a1001458ae74,Justicia Divina,['Action & Adventure'],"Fernando un hombre de origen humilde se a enamorado de Camila la hija de Don Raymundo el narcotraficante mas temido del pueblo, quien contrata a un sicario para que acabe con la vida de Fernando sin saber el precio tan alto que tendrá que pagar por ello.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628bae1b73a0a1001458ae74/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628bd4132485d8001431c8cd,El Comandante Antrax,['Crime'],"El comandante Ántrax es el brazo armado del cartel, es el encargado de la protección de la plaza, una banda de kaibiles ha llegado a la ciudad para tratar de apoderarse de la zona y comienzan a matar a los principales socios del patrón.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628bd4132485d8001431c8cd/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628bd41a2485d8001431c911,De la Misma SangreThrillers,['Action & Adventure'],Un policía con gran integridad se ve envuelto en muchos problemas por culpa de su hermano quien trabaja para un poderoso narcotraficante y aunque trata de ocultar el parentesco con su hermano esto no es posible.,PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628bd41a2485d8001431c911/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
62b5de1acb0324001354b56c,El Pirata,['Action & Adventure'],"En los juegos clandestinos la traición y la trampa se pagan con la muerte, así un jugador de altos niveles es apuñalado en el ojo, ahora todos tendrán que conocer la furia del “Pirata”.",PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/62b5de1acb0324001354b56c/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628d3c1b06ab7b001a69d334,Gallero de corazón,['Crime'],Un ranchero se ve envuelto en una tragedia familiar que lo pondrá contra la pared. Las circunstancias lo empujarán a tomar un dinero que no le corresponde sin medir las consecuencias que esto le traerá dolor y lecciones aguardan en su camino.,PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628d3c1b06ab7b001a69d334/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628fba866075b8001a9767f4,Tierra de Narcotraficantes,['Action & Adventure'],El comandante dedica tanto tiempo a su trabajo que descuida a su propia familia y su hijo crece sin el cariño y atención de un padre el niño al entrar a la adolescencia se va por el mal camino equivocado ingresando a la mafia.,PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628fba866075b8001a9767f4/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628fba8a6075b8001a976878,Una Comedia Ranchera,['Comedy'],"La historia de German, un ranchero alegre que después de la muerte de sus padres sus tíos lo crían como su propio hijo, German se enamora de la hija del compadre de su tío, el papa de la novia quiere que su hija se case con el hombre más rico del pueblo.",G,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628fba8a6075b8001a976878/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
628fbbf09366e5001aed4b03,Mafia Contra Mafia,['Crime'],Un respetable empresario dueño de una mueblería llamado Don Lorenzo molesto con el narcotráfico apoyan monetariamente al comandante y su gente para que acaben con un traficante llamado Ricardo.,PG-13,"[{'Type': 'Cover', 'Url': 'https://images.pluto.tv/episodes/628fbbf09366e5001aed4b03/poster.jpg?fill=blur&fit=fill&fm=jpg&h=1000&q=75&w=694'}]",movie
